content,Positive,Neutral,Negative,Sentiment
三小时后突然出现的影片名字真让人恍然大悟。,0.48691257,,0.51308743,negative
甚至影片整体素质都有65分以上。,0.31357955,,0.68642045,negative
难得见到一部既有人性关怀又不违背中国人日常生活经验的现实主义影片，,0.47946145,,0.52053855,negative
很经得起回味的影片，,0.62459163,,0.37540837,positive
影片中最为出彩的，,0.69822453,,0.30177547,positive
影片既没有可走捷径的参照系，,0.51146746,,0.48853254,positive
关于影片批判立场和思辨性的批评已经很多了，,0.51195615,,0.48804385,positive
影片最大的问题还是围绕丧子两家人之间发生的纠葛的狗血、顺拐，,0.35191077,,0.64808923,negative
影片里有着明显情节剧的动机，,0.49622834,,0.50377166,negative
一下把影片的档次掉到了二流煽情国产家庭剧里，,0.47207561,,0.52792439,negative
但影片不能因此发生质变，,0.30924614,,0.69075386,negative
恰恰影片在让观众理解、带入上做了很多，,0.58875868,,0.41124132,positive
影片很沉静的叙述让我们进入失聪者的生活状态体验和感受，,0.51952109,,0.48047891,positive
影片表达了这样残酷的主题。,0.32291426,,0.67708574,negative
看过这部影片后，,0.46614247,,0.53385753,negative
今晚补上这部奥斯卡提名影片，,0.61011901,,0.38988099,positive
在对影片所知甚少、基本未被剧透、连海报也未细看的情况下直接看片，,0.43030937,,0.56969063,negative
可以增加了观众对影片的代入感。,0.60976691,,0.39023309,positive
就能拿到最佳影片的提名,0.70490352,,0.29509648,positive
好神奇的男演員全程stare落地窗一樣的大眼睛感覺這是一部靈修影片~,0.61786928,,0.38213072,positive
好像除了男主影片也被救赎了。,0.34497824,,0.65502176,negative
是影片的主旋律。,0.49324678,,0.50675322,negative
影片并不能体现，,0.33057747,,0.66942253,negative
整个影片拼凑感十足。,0.54462555,,0.45537445,positive
这部影片有点文艺范，,0.71033123,,0.28966877,positive
影片透露着一股美国人就是牛B的气味，,0.33617629,,0.66382371,negative
看了隔天就会忘的无聊影片。,0.28698755,,0.71301245,negative
分数：60考虑一下是什么在苦撑着该影片，,0.44105453,,0.55894547,negative
影片都笼罩着悲伤和惊悚的气氛，,0.26969558,,0.73030442,negative
影片前半部分拍的不错，,0.73068008,,0.26931992,positive
表演和影片气氛都挺好。,0.72909434,,0.27090566,positive
原谅我又刷了一部无聊影片纯粹打发时间,0.52670563,,0.47329437,positive
粉丝向非常明显一部影片了…只是这里的反派也太蠢了…,0.61005993,,0.38994007,positive
但在同类型影片里算不得优秀。,0.72538426,,0.27461574,positive
总算勉强搞清了影片的来龙去脉，,0.53534433,,0.46465567,positive
既指向电影片名，,0.533915,,0.466085,positive
第一次强烈感觉到与导演精神相通简直就是电影版的夏天的热红酒制作夏天的热红酒的制作过程影片的创作过程尤其是情感传达过程朱艰难真的是难以想象,0.58438727,,0.41561273,positive
影片彻底成为了伍尔夫式的意识流，,0.50967535,,0.49032465,positive
影片选择了结晶，,0.57638934,,0.42361066,positive
在一部巴洛克色彩的超现实影片之中对前半部分以及上一部影片所发生的事件的结晶，,0.52517264,,0.47482736,positive
导演乔安娜·霍格似乎意识到了自我沉溺作为整部影片风格的弊端，,0.44244933,,0.55755067,negative
欣赏之处还是在于影片无限的在意识、虚构与现实之间穿插，,0.39547375,,0.60452625,negative
而在影片开始，,0.46918477,,0.53081523,negative
影片在她手持双枪，,0.54569924,,0.45430076,positive
在《银河护卫队》里作为点缀能够让影片锦上添花，,0.61351404,,0.38648596,positive
影片狠狠涮了一把坏事做尽的美国政府（现实里美帝就是这鸟德性），,0.41466053,,0.58533947,negative
影片前十几分钟让我觉得好像在看游戏直播，,0.59175649,,0.40824351,positive
恰恰要感谢三国演义原著故事为影片提供的厚实骨架，,0.68296432,,0.31703568,positive
影片中对于游戏呈现的段落反而非常有限。,0.422122,,0.577878,negative
这也带来影片最大的割裂感，,0.42294766,,0.57705234,negative
很多时候影片都是以一个现实向的表演方式进行叙事，,0.49294738,,0.50705262,negative
整个影片从头到尾看得我坐立不安，,0.33112383,,0.66887617,negative
比起影片，,0.60031599,,0.39968401,positive
整部影片就王凯和古天乐的演技最好，,0.58805577,,0.41194423,positive
而游戏风格和三国正史改变的格格不入也加重了影片的无聊，,0.38503124,,0.61496876,negative
当然影片在表演上也没有好到哪里去，,0.51861959,,0.48138041,positive
整个影片应该分成两部分去看，,0.4690434,,0.5309566,negative
甚至有点破坏影片的节奏和气质。,0.31479531,,0.68520469,negative
影片两条线，,0.41736668,,0.58263332,negative
不过作为爆米花影片，,0.52635097,,0.47364903,positive
影片就开始放飞自己，,0.45917637,,0.54082363,negative
但香港陪审团真的像影片中所说的话，,0.50952718,,0.49047282,positive
影片的节奏还是能看的，,0.56632212,,0.43367788,positive
影片中出現了一個既往不多見的新角色，,0.52797888,,0.47202112,positive
为影片搭建了一个内敛克制的情感系统，,0.46280334,,0.53719666,negative
祝福这部影片吧。,0.73061865,,0.26938135,positive
创作者似乎把影片当成了生活的垃圾桶，,0.42494249,,0.57505751,negative
很有生活真实质感的影片，,0.71701861,,0.28298139,positive
但又令整个影片不完全落地，,0.33738785,,0.66261215,negative
因我觉得影片触及的人对生命的理解，,0.42052319,,0.57947681,negative
影片很大迷人之处，,0.72081348,,0.27918652,positive
这是一部主观视角开启的影片，,0.49747122,,0.50252878,negative
影片所展现的家庭温情的内核很让人感同身受。,0.56037008,,0.43962992,positive
喜欢结尾纪录片与现实的交错（最后的摄影师/观众好像也成为影片的一部分）。,0.561585,,0.438415,positive
粤语家庭题材影片，,0.50975148,,0.49024852,positive
不过影片没有将这座超一线城市的特点（以及其与香港的不同）更多展现出来，,0.50027622,,0.49972378,positive
影片整体哀而不伤，,0.28258357,,0.71741643,negative
使影片在类型片基础上给人耳目一新的感觉。,0.64591873,,0.35408127,positive
罗马尼亚式的冷笑话和极简主义的处理方式在影片中仍然存在，,0.45296902,,0.54703098,negative
影片中有不少迷影段落，,0.46780796,,0.53219204,negative
在影片中，,0.46364846,,0.53635154,negative
再加上影片多番出现的奥芬巴赫《船歌》，,0.59746774,,0.40253226,positive
我就想知道新加坡投了多少钱给这部罗马尼亚影片。,0.54439366,,0.45560634,positive
影片无时无刻不带着黑色幽默和迷影致敬，,0.59517245,,0.40482755,positive
无论是在电影片场设埋伏，,0.39702904,,0.60297096,negative
但似乎与影片结构本身存在割裂。,0.4747207,,0.5252793,negative
导演很贴心地在影片结尾奉献滨海湾花园的灯光秀，,0.72458361,,0.27541639,positive
以人物为中心的极简的剪辑方式将影片的节奏把控得不错，,0.67176647,,0.32823353,positive
影片各种元素交替叠加，,0.48478406,,0.51521594,negative
最后安排在东欧电影片场的戏：“演员”尽在警察摆布的摄像头（摄影机）监控下，,0.47644158,,0.52355842,negative
导演试图通过碎片化混剪来让影片变得复杂，,0.45388266,,0.54611734,negative
而歌剧的配乐同影片的主旨并不搭调，,0.38375741,,0.61624259,negative
PS：影片中放过两部影片《搜索者》《一个警官的控诉》的片段，,0.55763943,,0.44236057,positive
遗憾的发现影片远没有我想象中的那么好，,0.30902457,,0.69097543,negative
服化道的用心和制作精良的态度以及管虎的野心如同影片的缺点一样显而易见。,0.53108431,,0.46891569,positive
影片让我们再次感受到华夏热血儿郎的家国情怀！,0.67954309,,0.32045691,positive
影片试图提出一个颇为大胆的命题：“观看”从不仅仅是观看，,0.36346657,,0.63653343,negative
我们都知道这部影片经历了什么，,0.39880041,,0.60119959,negative
影片里有一种汹涌的气象，,0.51339402,,0.48660598,positive
反而避免了影片成为另一种极端的深蓝主旋律。,0.43476204,,0.56523796,negative
在影片内部产生了令人不适的割裂感，,0.44339032,,0.55660968,negative
连一部遮遮掩掩的影片都要下线，,0.44514484,,0.55485516,negative
也正如影片结尾，,0.51636032,,0.48363968,positive
还有片头片尾的字幕...影片之外的事无法左右，,0.39804975,,0.60195025,negative
影片一下子就从宏大变得具体而细微，,0.6276173,,0.3723827,positive
《八佰》是一部十分恢弘悲壮的影片，,0.60544748,,0.39455252,positive
这种体验也让观众在不知不觉中深深陷入到影片极为强烈的情绪之中。,0.47556795,,0.52443205,negative
但可能就像影片一直在说的，,0.69255978,,0.30744022,positive
主竞赛目前最打动我的一部影片，,0.57342913,,0.42657087,positive
影片中数段令人印象深刻的快切和声画对位，,0.61019032,,0.38980968,positive
为什么要用作电影片名呢？,0.39818197,,0.60181803,negative
影片中家人关系、秘密、距离和某种程度上的和解与释怀这些内容、人生某些阶段必然要面对的孤独，,0.40730091,,0.59269909,negative
但影片加上了一段二战德军的情节，,0.50896637,,0.49103363,positive
"第十二届欧盟电影展“盛夏之忆”单元第1轮放映看的第2部影片卢米埃影院芳草地店几乎售罄约8成满,",0.48816256,,0.51183744,negative
一部青春成长影片，,0.6553332,,0.3446668,positive
光看这影片感觉大约这本书改编难度是不小的,0.49841014,,0.50158986,negative
文学气息很强的一部影片，,0.6749639,,0.3250361,positive
影片是关于成长的回忆，,0.43170204,,0.56829796,negative
影片画面处理很艺术，,0.54943484,,0.45056516,positive
影片的精华当属那几层回忆的情节，,0.56673383,,0.43326617,positive
影片在现实的1999年和回忆的1948年之间不断交替，,0.42345366,,0.57654634,negative
或许一些观众会被影片温吞吞懵嘻嘻的节奏搞得失去耐心，,0.59946259,,0.40053741,positive
影片中，,0.47001861,,0.52998139,negative
王千源这几年演了好多翻拍韩国影片啊，,0.49563029,,0.50436971,negative
影片多出透漏出尴尬，,0.33277886,,0.66722114,negative
又一部翻拍影片，,0.58724526,,0.41275474,positive
印象中这已经是他出演的第四部翻拍影片了。,0.52887067,,0.47112933,positive
也因此让影片失色。,0.34813395,,0.65186605,negative
大陆影片便可以这样审看。,0.41917707,,0.58082293,negative
虽说影片仅环形剧情结构与收音略可夸赞，,0.71470961,,0.28529039,positive
它为大陆影片过河所投入的石头是可以立足的，,0.57898526,,0.42101474,positive
王千源这几年演了好多翻拍韩国影片啊，,0.49563029,,0.50436971,negative
冯远征的演技是真没得挑王千源感觉也演了不少这种类型影片了都快成这一类型片专业户了吧,0.51834959,,0.48165041,positive
但影片在呈现上，,0.39987598,,0.60012402,negative
影片关于两位夜巡警察的洛城一夜。,0.49971017,,0.50028983,negative
影片里的巡警就是一群忍受压力和麻烦替普通人行使暴力的那种人。,0.27906063,,0.72093937,negative
靠新老两个警察、几个不正常人物串起一部影片，,0.45978045,,0.54021955,negative
整部影片更像是一部纪录片，,0.54478277,,0.45521723,positive
影片采用伪纪录片形式，,0.5811164,,0.4188836,positive
倒是影片后期所呈现出来的的强悍与巧合弥补了情节的不足，,0.47912505,,0.52087495,negative
影片一方面是以类似纪录片的形式讲述美国巡警的生活，,0.53758917,,0.46241083,positive
一部影片想要讲两个故事线，,0.54503768,,0.45496232,positive
另外影片将一个巡警的一生压缩在一晚上讲完，,0.35521385,,0.64478615,negative
就要面对一个很严峻的问题——影片通篇都是暗色调的，,0.45597454,,0.54402546,negative
但影片对二人的塑造，,0.35878798,,0.64121202,negative
质感很不错的影片。,0.73077108,,0.26922892,positive
——常用标签:爱情烂片浪漫搞笑2019喜剧香港中国大陆史上最差影片，,0.49510825,,0.50489175,negative
说不定还会发现影片的闪光点，,0.52618383,,0.47381617,positive
真实事件改编我觉得唯一不错的地方就是影片色调。,0.71611142,,0.28388858,positive
影片用死者独白讲述故事，,0.5063531,,0.4936469,positive
虽然整部影片并没有明显的缺陷，,0.35869308,,0.64130692,negative
分数：65小心机影片，,0.4928747,,0.5071253,negative
就为克拉克快进完影片……,0.49504354,,0.50495646,negative
影片一开始，,0.48852029,,0.51147971,negative
影片讲述的英国的吴彦祖的故事，,0.48221387,,0.51778613,negative
影片从龙妈视角展开，,0.39559644,,0.60440356,negative
造成整部影片结构失衡，,0.43166097,,0.56833903,negative
如果影片再长半小时，,0.32163946,,0.67836054,negative
挺好看的感谢大老板们愿意投这样的oldfashioned战争大片希望能多看到一些更长的这种影片要是预算多点战争场景会更好文戏有点平但是路子很对不刻意煽情四平八稳的闷骚全景式军人也是人会怕死死的也不都是战争英雄日军这边拍得好宏大陆海军微妙的关系几派的斗争约翰福特的登场让人热泪盈眶,0.63683321,,0.36316679,positive
头次看见博纳厂牌根据影片风格做了调整，,0.44717757,,0.55282243,negative
影片以传统类型的好莱坞战争题材为视角，,0.53347899,,0.46652101,positive
影片根据真实故事改编，,0.60259821,,0.39740179,positive
影片在它的一亿左右的预算下已经做到特效画面的最大程度了，,0.39769941,,0.60230059,negative
同样都是抗日影片，,0.4270913,,0.5729087,negative
这部教科书式的影片已足够精彩。,0.71178616,,0.28821384,positive
影片基本把重心放在战斗场面，,0.50356854,,0.49643146,positive
影片依然产生的生理不适，,0.4584129,,0.5415871,negative
影片从开场一路崩到底，,0.49895173,,0.50104827,negative
第40届金酸莓奖最差影片、最差导演（汤姆·霍伯）、最差男配角（詹姆斯·柯登）、最差女配角（蕾蓓尔·威尔森）、最差银幕组合（任两位半猫半人的毛毛球AnyTwoHalf-Feline/Half-HumanHairballs）、最差剧本（李·哈尔&汤姆·霍伯）共6个奖项，,0.31730764,,0.68269236,negative
被首映恶评毁掉的影片，,0.28432399,,0.71567601,negative
整部影片的调色和霓虹灯下的伦敦，,0.53645339,,0.46354661,positive
影片其实很平庸，,0.58874298,,0.41125702,positive
小成本影片，,0.43409179,,0.56590821,negative
同类型的影片有很多，,0.62822347,,0.37177653,positive
个人认为这部影片已经有大片的风格，,0.71388202,,0.28611798,positive
至少已经在低成本影片中来说已经相当不错了，,0.61819805,,0.38180195,positive
小成本影片也无需做过高要求。,0.47662458,,0.52337542,negative
影片其他优点很多，,0.56211744,,0.43788256,positive
这部影片以惊悚片的套路讲述下凡的天神，,0.41821727,,0.58178273,negative
整部影片都有点不知所云，,0.38514574,,0.61485426,negative
至少比影片中的脑残剧情好很多。,0.29135162,,0.70864838,negative
弃之可惜的影片。,0.27747623,,0.72252377,negative
本身影片可以很有看点，,0.70254244,,0.29745756,positive
影片始于一个即将重组的家庭，,0.47810086,,0.52189914,negative
但影片在这方面毫无探讨，,0.50462786,,0.49537214,positive
影片自始至终都透露着莫名其妙，,0.37179131,,0.62820869,negative
本片可能是泰坦尼克号以后唯一一个在中国大陆上映影片里有女演员光明正大裸露上半身数十秒镜头的片子【本句无雾,0.54640007,,0.45359993,positive
拉低了整个影片的观影心情。,0.44937869,,0.55062131,negative
“影片根据2014年挪威电影《失踪顺序》改编，,0.51593628,,0.48406372,positive
美妙玲珑的配乐更为影片笼罩上一层诙谐戏谑的面纱。,0.71342384,,0.28657616,positive
导演本人改编自己的影片《失踪顺序》，,0.5637894,,0.4362106,positive
又恰恰制约了以增强体验吸引为目的的影片过度性、刺激感的尝试与发挥；本片黑色幽默的特点，,0.49871324,,0.50128676,negative
这仍是一部可圈可点的影片。,0.5490488,,0.4509512,positive
影片莫名产生了一种黑色感，,0.50586908,,0.49413092,positive
影片冷峻又怪鸡的气质与北欧太搭了，,0.59072438,,0.40927562,positive
影片整体风格偏幽默，,0.70095178,,0.29904822,positive
能够看出影片挺缺钱的，,0.61798266,,0.38201734,positive
这情节还带智商吗的感觉...看着影片里毫不避讳呈现着大人物们可以尽情享受肉欲的场景，,0.57105551,,0.42894449,positive
影片结尾他被暴打飞踢踹脸的一刻也必然会引起你的极度舒适。,0.63988786,,0.36011214,positive
接地气的现实题材实事求是说算不得优秀的罪案片但它熟练游走在“尺度”边缘的效果有目共睹而众多演员的“精准出演”更是为影片增添了不少附加分相比起贴近现实的故事片中的精湛表演给我留下了更深印象倒不是说一定演得特别好而是指不少演员都被挖掘出了熟悉又新鲜的一面主要每个角色都很真实,0.55274448,,0.44725552,positive
这部影片表面惩恶扬善，,0.374349,,0.625651,negative
影片结束的时候还会听到打破沉默，,0.46422813,,0.53577187,negative
不过要是影片的结尾可以像导演对于死亡处理一样干净利落就更好了。,0.62856474,,0.37143526,positive
我没有看过这部影片的预告，,0.32331481,,0.67668519,negative
所以观影前还是很好奇影片质量如何。,0.51984226,,0.48015774,positive
虽然影片存在一些bug，,0.35405349,,0.64594651,negative
8.4号点映影片在比较狭小的讲述了一个看似简单的故事，,0.474867,,0.525133,negative
交流会上任贤齐有透漏影片是有些删减的，,0.56573993,,0.43426007,positive
影片有两处转折都是靠她的身手来推进，,0.43204355,,0.56795645,negative
影片真正要找的子弹就在编剧的脑子里！,0.45884977,,0.54115023,negative
比较适合小朋友的影片，,0.52344195,,0.47655805,positive
直接将影片定位了低龄化😂完全不是《大圣归来》那种对成年人也友好的动画，,0.55862237,,0.44137763,positive
影片深度瞬间有了,0.67307212,,0.32692788,positive
一个以整容出名的国度居然拍了一个教育人们注重心灵美的影片……,0.48927982,,0.51072018,negative
韩国制作的英语动画电影影片也有一些韩国特有的内容，,0.48183059,,0.51816941,negative
影片传达出的内在美是对现代多数人的价值观进行反抗，,0.50418788,,0.49581212,positive
影片的制作精良，,0.54034321,,0.45965679,positive
一部完成度很高的“全球化”影片,0.67763747,,0.32236253,positive
影片非常的迪士尼，,0.65340519,,0.34659481,positive
影片其实是在讨论这个问题。,0.50141208,,0.49858792,positive
他拍摄的影片不多，,0.58893287,,0.41106713,positive
在海信85寸8K电视屏幕上看这部影片，,0.58802995,,0.41197005,positive
当然影片真的没有必要拍这么长了……,0.39095697,,0.60904303,negative
影片在夫妻二人的书信旁白中缓缓推进，,0.47249235,,0.52750765,negative
影片的主题是德国常见的主旋律题材，,0.50088867,,0.49911133,positive
对TerrenceMalick的影片一直抱有些私心。,0.71192397,,0.28807603,positive
这就是为什么在影片之中，,0.31855691,,0.68144309,negative
马力克将影片作为将影像不断圣化的过程。,0.43038366,,0.56961634,negative
影片独特的视角问题让我觉得挺新鲜的，,0.68485287,,0.31514713,positive
8.6影片伊始，,0.45159796,,0.54840204,negative
影片后段悄无声息地落了泪。,0.28426655,,0.71573345,negative
如同上帝一样注视一切；2、影片的镜头流动感强烈，,0.43603297,,0.56396703,negative
影片在不失风格化的基础上强化了故事性与人物性格，,0.49602028,,0.50397972,negative
但是我觉得这样不但不影响我对影片的理解，,0.47139355,,0.52860645,negative
影片结尾“你现在活着拥有的每一秒，,0.52190906,,0.47809094,positive
影片主题也没有贯彻，,0.50540494,,0.49459506,positive
影片最精彩的部分是结尾彩蛋，,0.65533426,,0.34466574,positive
有意思的影片,0.72871619,,0.27128381,positive
影片中的动作戏镜头感如果再强一点就好了。,0.63510532,,0.36489468,positive
影片里的男人都是坏的，,0.2738555,,0.7261445,negative
但影片本身无新意，,0.48281834,,0.51718166,negative
只能说现实意义大于影片效果吧。,0.53226187,,0.46773813,positive
这是一部从剧本到其他配套都不达标的影片，,0.38960842,,0.61039158,negative
影片从校园霸凌上升到对智障女孩的施暴应该很能对应虐杀的爽快感，,0.37086374,,0.62913626,negative
92分钟的片长使影片节奏很紧凑，,0.5284031,,0.4715969,positive
如果不是影片主题和牵动人心的情节此片绝对会沦为烂片。,0.50570358,,0.49429642,positive
影片一开始女主很惊艳，,0.62230978,,0.37769022,positive
这自然是在影片市场定位的基础上能取得的最大公约数，,0.53636763,,0.46363237,positive
这类动漫与现实交织的影片其实很吃受众，,0.50816575,,0.49183425,positive
影片剧作很稳健，,0.48593733,,0.51406267,negative
影片构建了一个宏大而奇异的异想世界，,0.49330664,,0.50669336,negative
每次都看完路导电影片尾，,0.36320667,,0.63679333,negative
小说和影片现实情节互相慢慢渗透和交织，,0.51005903,,0.48994097,positive
影片做得好的点在于，,0.6012591,,0.3987409,positive
影片没有停下剧情发展，,0.4564897,,0.5435103,negative
也让影片现实的主角心灵得到了最大的慰藉。,0.45909382,,0.54090618,negative
此外影片特效虽给力，,0.72640942,,0.27359058,positive
我认为这是近几年大陆电影的最佳影片了！,0.44543178,,0.55456822,negative
看到这个影片如见老友，,0.51317048,,0.48682952,positive
中国影片还是需要成长，,0.46290246,,0.53709754,negative
。除了影片节奏把控让我感觉有点难受。,0.27536883,,0.72463117,negative
春节档唯一高质量的影片。,0.58821413,,0.41178587,positive
春节档最佳影片。,0.57739469,,0.42260531,positive
春节唯一特效加持的影片，,0.66803734,,0.33196266,positive
这部影片每一秒都能看出特效是贵的，,0.62662902,,0.37337098,positive
这部影片全方位细致的给大家解释了主角光环的重要性。,0.65831903,,0.34168097,positive
影片有严重的删减嫌疑，,0.31685156,,0.68314844,negative
整部影片剧情就是一团糟。,0.28765744,,0.71234256,negative
这电影片头有11家公司，,0.38087871,,0.61912129,negative
影片的对白、拍摄、人物设计的水平都比较低。,0.47689388,,0.52310612,negative
这支影片浪费了我一个多小时，,0.29011338,,0.70988662,negative
参考影片《仲夏夜惊魂》,0.67729067,,0.32270933,positive
影片都快40分钟了，,0.36141767,,0.63858233,negative
唯一吸引人的地方也就是影片开头一行四人在野外的奇遇了，,0.46653881,,0.53346119,negative
我不懂为什么这影片会被定义为克系，,0.41796618,,0.58203382,negative
其实影片的开头部分还是引人入胜的，,0.55385472,,0.44614528,positive
影片可以只留雪山剧情足够，,0.63127638,,0.36872362,positive
传奇在影片类型上的飘摆不定，,0.54713974,,0.45286026,positive
影片类型也是喜剧片悬疑片动作片灾难片杂糅的四不像。,0.60693577,,0.39306423,positive
有趣可爱的宝可梦大于影片中任何看点。,0.6785376,,0.3214624,positive
再加上“死侍”瑞恩·雷诺兹的配音又为影片添加了一些乐趣。,0.58785594,,0.41214406,positive
年度最萌影片。,0.63206212,,0.36793788,positive
在影片中很大程度被浪费掉，,0.27329513,,0.72670487,negative
尽管影片的故事存在诸多弊病（主要是三条短片式支线的粘合问题），,0.43620788,,0.56379212,negative
影片多少也还有点反思性和寓意。,0.58603577,,0.41396423,positive
看罢影片，,0.50299621,,0.49700379,positive
这孩子微博都没提过这部影片，,0.41215739,,0.58784261,negative
P.S.：影片人物讲话的声音音质有点奇怪，,0.60145774,,0.39854226,positive
編劇是要把影片定位在低齡人群中？,0.50882527,,0.49117473,positive
早前听到向来演草根土气影片的郭涛，,0.34630242,,0.65369758,negative
卡拉克斯的影片一如既往地充满巴洛克色彩，,0.61746666,,0.38253334,positive
在影片之中，,0.51466539,,0.48533461,positive
而影片则是一个黑色的《木偶奇遇记》。,0.50621154,,0.49378846,positive
正如同在恐怖影片中所看到的那样，,0.29401443,,0.70598557,negative
才是影片在两种艺术形式间来回冲撞、情感支点松垮的源头，,0.625007,,0.374993,positive
可能是今年最适合在影院观赏的影片了~,0.57873302,,0.42126698,positive
我更加喜欢影片的后半段，,0.70571238,,0.29428762,positive
甚至觉得这部影片早应被拍出；比前作张扬更多，,0.35907625,,0.64092375,negative
卡拉克斯的私心在影片一开始附身Henry时就已经显现。,0.51889781,,0.48110219,positive
无论是影片内容，,0.49712332,,0.50287668,negative
还是影片本身，,0.50054832,,0.49945168,positive
影片开头一头雾水，,0.4810717,,0.5189283,negative
同时呼应了影片剧情，,0.45041914,,0.54958086,negative
影片像歌剧一般开场先以序幕和前奏带领观众入戏，,0.55066425,,0.44933575,positive
影片剧情和大多数歌舞片一样简单俗套，,0.49436162,,0.50563838,negative
影片由不和谐噪音的频谱开启，,0.27270204,,0.72729796,negative
火花兄弟的作曲更成为影片的灵魂挽歌，,0.42635024,,0.57364976,negative
"整个影片就俩字形容：无聊,",0.3142262,,0.6857738,negative
影片提出了两个严肃的问题：如何治疗战后心理创伤（失去亲人之痛）？,0.30914216,,0.69085784,negative
影片给出的答案堪称粗鄙和下作：婚内出轨，,0.27812852,,0.72187148,negative
影片的后半段反而觉得拖沓，,0.4199069,,0.5800931,negative
每年圣诞节推荐影片+1。,0.57452573,,0.42547427,positive
影片在神话故事基础上把圣诞老人进一步神化，,0.54050915,,0.45949085,positive
然而影片却试图往传记上走，,0.4920254,,0.5079746,negative
但是影片绝对是那种值得你回味的革命片，,0.62733833,,0.37266167,positive
不要以期待世界大战、全地球联合奋起抗战的方式看这个影片，,0.64643312,,0.35356688,positive
年度最被低估影片,0.46578815,,0.53421185,negative
影片没有明确的主角，,0.43971059,,0.56028941,negative
让影片的有趣变得丰富。,0.69831198,,0.30168802,positive
一星给影片整体的艺术审美吧。,0.3835719,,0.6164281,negative
整部影片都格外真实，,0.5435358,,0.4564642,positive
只觉得影片最后，,0.48565242,,0.51434758,negative
影片的色彩和画面超出一般院线电影太多，,0.56880064,,0.43119936,positive
影片本身存在结构问题：题材锁定护航反潜驱逐舰封闭空间，,0.48685369,,0.51314631,negative
影片几乎变成汉克斯的独角戏，,0.3785101,,0.6214899,negative
通过时间段分割剧情也影响了影片的节奏和连贯性，,0.49127553,,0.50872447,negative
这让影片有了一种灾难片的氛围。,0.5562702,,0.4437298,positive
影片比起《菲利普船长》在感官享受上有所超越，,0.62957328,,0.37042672,positive
影片拍得挺激烈的，,0.70343358,,0.29656642,positive
影片呈现的U艇是脆弱的猎物，,0.33196811,,0.66803189,negative
影片的故事发生在这之后。,0.33747976,,0.66252024,negative
部分狗血老套的剧情所引发的混乱似是令影片有了些许看点，,0.35931317,,0.64068683,negative
对“父名”的迷恋蔓延到影片之外。,0.5491385,,0.4508615,positive
这部影片恐怕是CG技术与动画还原创作最大的一次误用——并不是所有影片都适合真实。,0.41522621,,0.58477379,negative
考虑到影片探讨的终极问题，,0.40362932,,0.59637068,negative
因为新片动物没有那么灵活、表情也没有那么惟妙惟肖；如果看做一部全新的影片，,0.47465911,,0.52534089,negative
在此连情节上完全不加料地照搬原版的做法也让影片的剧情发展变得过于快速和仓促，,0.4888276,,0.5111724,negative
李小龙就是影片为了凑爆点的，,0.50754466,,0.49245534,positive
相对容易消费的仇外心理依然存续在影片中，,0.49911669,,0.50088331,negative
其中父子打电话和影片结尾都让我流泪，,0.28099024,,0.71900976,negative
虽然影片并没有对此作太多刻意铺陈，,0.38891723,,0.61108277,negative
影片一个有意思的地方是，,0.69351857,,0.30648143,positive
但也保证了影片节奏快,0.61204951,,0.38795049,positive
影片画面的质感也很好，,0.73036582,,0.26963418,positive
看了影片开头一段我有点后悔，,0.27302581,,0.72697419,negative
影片里给了华人一些要强的机会，,0.51281603,,0.48718397,positive
影片阵容还挺豪华的，,0.69066463,,0.30933537,positive
但影片也与时俱进的修改了不少内容，,0.57096653,,0.42903347,positive
影片的升华点也处理的一般般，,0.39457342,,0.60542658,negative
女主很美…影片末日氛围不错…情节信息量不够,0.71258087,,0.28741913,positive
还能拍出这么烂的影片，,0.27657689,,0.72342311,negative
即使是一部三四年前就拍摄完成的影片，,0.56930795,,0.43069205,positive
扑街是这部影片最好的结局。,0.59565822,,0.40434178,positive
非常喜欢影片所带来的异域风情，,0.72864011,,0.27135989,positive
联想威尔·史密斯影片上映前的一系列活动，,0.5314181,,0.4685819,positive
（预计到又会出现一些自以为是的人在评论影片的时候说段子，,0.41142375,,0.58857625,negative
不愧盖里奇的影片，,0.70374919,,0.29625081,positive
影片讲述欲金盆洗手而不得，,0.49820992,,0.50179008,negative
影片整体的气势也随之建立，,0.5976717,,0.4023283,positive
3.影片多用交响乐与歌剧作为配乐，,0.51752674,,0.48247326,positive
但是影片重在庭审部分和人物发展，,0.49626133,,0.50373867,negative
影片名字显然具有复杂的含义，,0.48615548,,0.51384452,negative
影片有个壮阔的开场，,0.66783499,,0.33216501,positive
如贯穿影片始终的那个“入行经历事件”与告密这件事的来龙去脉，,0.48782765,,0.51217235,negative
不过看着影片中对这场世纪庭审的表现，,0.48845923,,0.51154077,negative
影片画面还原老摄影机感觉，,0.4915272,,0.5084728,negative
上影节错过影片之一，,0.61023963,,0.38976037,positive
但正如另一部影片中所说：成为父亲，,0.50230908,,0.49769092,positive
如果能在电影院看这部影片，,0.57144312,,0.42855688,positive
很能中和影片的悲伤内核。,0.2768262,,0.7231738,negative
后续的观影又联想到《我是传奇》《超能查派》《荒岛求生》等影片……,0.5919814,,0.4080186,positive
汉克斯保证影片质量的下限，,0.50388848,,0.49611152,positive
我们的科技水平能否达到影片中那般？,0.44198348,,0.55801652,negative
影片让这一处处情节来把影片与观众的感情融合，,0.6025183,,0.3974817,positive
